Category,AvgTF,IDF,AvgTF*IDF,BusinessCnt,MRSE
Oral Surgeons,0.28181818181818186,6.955419268128919,1.9601636119272412,11,1.423705593915908
Airports,0.4642857142857143,7.407404391871976,3.439152039083418,7,1.0684231037196288
Basque,0.2333333333333333,8.25470225225918,1.9260971921938086,3,1.3199755964257076
Sporting Goods,0.3277195281782437,4.661966658698146,1.5278175137712597,109,1.3355410101230725
Gluten-Free,0.25689655172413794,5.986018710940816,1.537787565396865,29,1.226174932199414
Education,0.3284672619047618,4.9712879062534086,1.6329053267073133,80,1.456271617288349
Aquariums,0.5,9.35331454092729,4.676657270463645,1,1.247219128924647
Donuts,0.43921568627450974,5.133806835751183,2.254848492565225,68,1.2122151410205768
Hair Salons,0.4389610389610391,4.31636193851366,1.8947147210618411,154,1.33079348321483
Pediatricians,0.3196969696969696,6.262272087568974,2.0020294098137166,22,1.4234662709512962
Obstetricians & Gynecologists,0.31249999999999994,6.3575822673732985,1.9867444585541554,20,1.8339507876577927
Chocolatiers & Shops,0.23939393939393938,6.955419268128919,1.6650852187338927,11,1.1220198623146433
Heating & Air Conditioning/HVAC,0.4367816091954024,5.986018710940816,2.614582885238518,29,1.2764455143254907
Karaoke,0.23854166666666668,6.580725818687508,1.5697773046660828,16,1.1712376905560276
Toy Stores,0.3442028985507246,6.21782032499814,2.1401917785319684,23,1.0398835630244168
Vietnamese,0.432051282051282,5.402070822345863,2.3339716245263533,52,1.1559052654966977
Shoe Stores,0.26275510204081626,5.461494242816663,1.4350354770666227,49,1.3245033541853202
Special Education,0.25,9.35331454092729,2.3383286352318224,1,1.247219128924647
Vinyl Records,0.2791666666666667,7.967020179807399,2.224126466862899,4,1.3168416845470319
Laser Eye Surgery/Lasik,0.26666666666666666,8.660167360367344,2.309377962764625,2,0.5749595745760689
Go Karts,0.2,9.35331454092729,1.870662908185458,1,1.2668523725507361
Wineries,0.2638888888888889,8.25470225225918,2.178324205457284,3,1.0518498549589324
Guest Houses,0.16666666666666666,9.35331454092729,1.5588857568212149,1,0.4714045207910317
Active Life,0.3661859410430842,3.0899162783356657,1.1314839001266903,525,1.1785556221890476
Urgent Care,0.4366666666666667,6.134438716059089,2.678704906012469,25,1.5880711090037922
Matchmakers,0.25,9.35331454092729,2.3383286352318224,1,0.9428090415820634
Periodontists,0.2333333333333333,8.25470225225918,1.9260971921938086,3,1.3966450099973928
Piercing,0.35,7.743876628493189,2.710356819972616,5,0.6428912736058775
Leather Goods,0.22999999999999998,7.743876628493189,1.7810916245534334,5,1.5923926292577109
Ethiopian,0.4583333333333333,7.967020179807399,3.651550915745058,4,0.8976385984948118
Party & Event Planning,0.2857142857142857,6.134438716059089,1.7526967760168823,25,1.1603428061548808
Golf,0.41688596491228064,5.022581200640959,2.093843610179487,76,1.1545096377648636
Furniture Stores,0.2745495495495494,5.04924944772312,1.3862691614356937,74,1.2292002429162072
Dog Walkers,0.26041666666666663,7.273872999247454,1.8942377602206908,8,1.249609313945763
Lawyers,0.31666666666666665,7.156089963591071,2.2660951551371724,9,1.4263151825595912
Laotian,0.3333333333333333,9.35331454092729,3.1177715136424298,1,0.4714045207910317
DJs,0.4444444444444444,8.25470225225918,3.668756556559636,3,0.0
Hair Stylists,0.27777777777777773,8.25470225225918,2.292972847849772,3,0.9370694603676504
Books, Mags, Music & Video,0.30648148148148113,4.728341727643018,1.4491491776387382,102,1.0952945274213766
Cosmetic Dentists,0.23508771929824562,5.715728381200904,1.343697549264774,38,1.5382683515353759
Men's Clothing,0.22964285714285698,5.10481929887793,1.1722852889923239,70,1.2627732892213597
Preschools,0.27638888888888885,6.868407891139289,1.8983516254676642,12,1.5182324412976242
Women's Clothing,0.23772418058132333,4.31636193851366,1.0261036049255723,154,1.2400199440543054
Barbers,0.4754901960784314,4.910663284436973,2.3349722479920905,85,1.17222592404675
Soul Food,0.35694444444444445,6.868407891139289,2.451640038920552,12,1.079482853883837
Opera & Ballet,0.3333333333333333,9.35331454092729,3.1177715136424298,1,0.9558139185602921
Pharmacy,0.375,8.660167360367344,3.247562760137754,2,1.1605769149479943
Hospitals,0.4629629629629629,6.462942783031125,2.9921031402921874,18,1.5097530758304838
Lounges,0.2367527862208711,4.810019758657286,1.1387855796395543,94,1.1335164262473434
Burgers,0.3656730769230766,3.792632909911762,1.3868637458071555,260,1.179249017581186
Comedy Clubs,0.29166666666666663,7.967020179807399,2.323714219110491,4,0.9788010568266433
Personal Injury Law,0.2,9.35331454092729,1.870662908185458,1,0.3142696805273545
Wine Bars,0.20673160173160163,5.345981355694819,1.105183288490069,55,1.0294081154268595
Bars,0.25385926130607017,3.1052716664188607,0.7883019713917615,517,1.1504781918189544
Coffee & Tea,0.423791038154392,3.5787629953828812,1.516647685121833,322,1.1046932621428036
Pet Training,0.23846153846153853,6.095218002905808,1.4534750622313855,26,1.5016766464308053
Persian/Iranian,0.3958333333333333,7.967020179807399,3.1536121545070954,4,1.1692270253183057
Mongolian,0.3611111111111111,6.868407891139289,2.480258405133632,12,1.2067960506127253
Airlines,0.32638888888888895,6.868407891139289,2.2417720200246296,12,1.483098607201156
Department Stores,0.2750073035349111,4.259564340120527,1.171411303410009,163,1.2777384664536362
Cosmetology Schools,0.3023809523809523,7.407404391871976,2.239857994685097,7,1.4778619583234938
Community Service/Non-Profit,0.4,6.462942783031125,2.5851771132124504,18,1.2440333788202982
Pet Groomers,0.2666666666666666,5.503166939217231,1.4675111837912613,47,1.2708657388138258
Disc Golf,0.3333333333333333,8.660167360367344,2.886722453455781,2,0.6849348892187751
Barre Classes,0.2,8.660167360367344,1.732033472073469,2,0.8314794192830985
Fitness & Instruction,0.27489495798319374,4.035194547083074,1.109254635474414,204,1.3327049655001002
Eyelash Service,0.32575757575757575,6.955419268128919,2.2657805191632083,11,0.6069318620073151
Security Systems,0.5,9.35331454092729,4.676657270463645,1,1.8856180831641267
Bikes,0.2610275689223058,5.715728381200904,1.4919626839650981,38,1.3810487640844606
Cards & Stationery,0.16941798941798944,6.645264339825079,1.1258273236042278,15,1.0479293199483326
Property Management,0.29074074074074074,7.156089963591071,2.0805668968218485,9,1.8507582560801876
Interior Design,0.23148148148148145,7.156089963591071,1.6565023063868216,9,1.6172539083525606
Grocery,0.37162757640369587,3.539184009102223,1.315258375749375,335,1.1493873256635359
Naturopathic/Holistic,0.24791666666666667,7.273872999247454,1.803314347730098,8,1.459459459459459
Web Design,0.29166666666666663,7.561555071699234,2.205453562578943,6,1.1823404729953375
Plumbing,0.4466666666666667,6.134438716059089,2.74004929317306,25,1.666782002929678
Yoga,0.2750506585612969,5.503166939217231,1.513649690804456,47,1.040167276192414
Dentists,0.314950980392157,4.440659655191237,1.398590111990378,136,1.4473399145107577
Carpet Cleaning,0.39649122807017545,6.4088755617608495,2.5410629420314947,19,1.539277427886214
Car Stereo Installation,0.2976190476190476,7.050729447933244,2.0984313833134656,10,1.596340786910731
Middle Eastern,0.3757275132275133,5.76979560247118,2.1678709535475384,36,1.0178813129904098
Oil Change Stations,0.35360360360360366,5.742396628283065,2.030532141082075,37,1.7061138560471045
Comfort Food,0.24230769230769234,6.788365183465753,1.644873102147471,13,1.105885062216383
Internet Service Providers,0.20075757575757572,6.262272087568974,1.25719856303468,22,1.650043826114681
Bridal,0.4226190476190476,6.714257211312031,2.837572988114013,14,1.4866390608601623
Nail Salons,0.4663911845730026,3.864376814770603,1.8023112802773082,242,1.4678355204852453
Appliances & Repair,0.4142857142857143,6.714257211312031,2.781620844686413,14,1.835755975068582
Hindu Temples,0.5,9.35331454092729,4.676657270463645,1,1.247219128924647
Financial Advising,0.36666666666666664,7.743876628493189,2.8394214304475027,5,0.23529411764705882
Dog Parks,0.31862745098039214,6.520101196871074,2.077483224493234,17,1.009074184730384
Halal,0.23523809523809525,7.743876628493189,1.8216547878455407,5,0.9806189587879499
Family Practice,0.3185897435897435,6.095218002905808,1.94187394066935,26,1.5156298400247812
Junk Removal & Hauling,0.5,8.660167360367344,4.330083680183672,2,0.0
Candy Stores,0.3131578947368421,6.4088755617608495,2.006989978551424,19,0.8756787752818898
Architects,0.25,9.35331454092729,2.3383286352318224,1,0.0
Cardiologists,0.3333333333333333,8.660167360367344,2.886722453455781,2,1.6413036132965795
Tapas Bars,0.22499999999999998,7.967020179807399,1.7925795404566647,4,1.0521412138048998
Mortgage Brokers,0.21666666666666665,7.273872999247454,1.5760058165036148,8,1.6858972854431176
Automotive,0.44215935041867604,3.020034912787599,1.3353366752798879,563,1.5940364895811476
Restaurants,0.43653525515617153,0.940815420625718,0.4106990996977086,4503,1.185079876096653
Farmers Market,0.4161458333333334,5.887578638127563,2.4500913186791267,32,0.9763613528097023
Keys & Locksmiths,0.48717948717948717,6.788365183465753,3.3071522688679305,13,1.4733969042657855
Estate Planning Law,0.2888888888888889,8.25470225225918,2.3846917617637637,3,1.1499191491521379
Motorcycle Dealers,0.4222222222222223,7.561555071699234,3.192656585828566,6,1.8283253095387593
Lingerie,0.2774509803921569,6.520101196871074,1.809008469327955,17,1.294117162016231
Couriers & Delivery Services,0.3833333333333333,7.743876628493189,2.968486040922389,5,1.7129670327718867
Stadiums & Arenas,0.46599999999999997,6.134438716059089,2.858648441683535,25,0.9658316255759973
Venues & Event Spaces,0.28675799086757986,5.062855099778899,1.4518141564662776,73,1.1858748650820756
Screen Printing,0.25,9.35331454092729,2.3383286352318224,1,1.7320508075688772
Hot Air Balloons,0.25,9.35331454092729,2.3383286352318224,1,0.5
Accountants,0.375,7.273872999247454,2.7277023747177953,8,1.0301575072754252
Electronics,0.3228976697061803,5.503166939217231,1.7769597806773367,47,1.5622432384005651
Pizza,0.42328852766489555,3.228631150033085,1.366642525870523,457,1.1846465915048643
RV Dealers,0.5,8.660167360367344,4.330083680183672,2,1.355261854357877
Churches,0.4855072463768116,6.21782032499814,3.0187968244556185,23,1.0522085616183026
American (Traditional),0.3525082671957671,3.179528437025353,1.1208100598354729,480,1.1996731511439667
Shoe Repair,0.4708333333333333,6.580725818687508,3.098425072965368,16,1.1868661640289624
Pool Cleaners,0.41562499999999997,6.580725818687508,2.7351141683919953,16,1.641965719290189
Buffets,0.3723646723646725,4.5911406061295335,1.7095785675815678,117,1.2493957994722173
Recording & Rehearsal Studios,0.5,9.35331454092729,4.676657270463645,1,0.4714045207910317
Fishing,0.5,9.35331454092729,4.676657270463645,1,0.5345224838248488
Art Galleries,0.26183862433862437,5.76979560247118,1.510755343266098,36,0.8529722463594601
Dive Bars,0.26722391084093217,5.503166939217231,1.470577791508151,47,1.0837178281625481
Seafood,0.3558712121212119,4.875977726449083,1.7352201037874662,88,1.2209849405406976
Children's Clothing,0.23278061224489796,6.0211100307520855,1.4015976793523668,28,1.2345790754180812
Japanese,0.38946666666666685,4.525000803624988,1.762336979651813,125,1.211136917850453
Shades & Blinds,0.40476190476190477,7.407404391871976,2.9982351109958,7,0.5962847939999438
Amateur Sports Teams,0.3499999999999999,6.868407891139289,2.4039427618987506,12,1.1001324889116015
Massage Schools,0.2,9.35331454092729,1.870662908185458,1,0.9921567416492215
Pilates,0.2694444444444445,6.868407891139289,1.8506543484458642,12,0.9710039857382549
Computers,0.2378968253968254,6.1752607105793444,1.4690749190445704,24,1.4556844408300913
Truck Rental,0.2333333333333333,7.743876628493189,1.8069045466484106,5,1.338800785498946
Seafood Markets,0.2708333333333333,7.967020179807399,2.1577346320311706,4,1.012044808236054
Tattoo,0.4423076923076923,6.788365183465753,3.0025461388406214,13,0.9732852043919544
Juice Bars & Smoothies,0.3801510989010988,5.402070822345863,2.053603159456342,52,1.0903999436878211
Bed & Breakfast,0.375,7.967020179807399,2.9876325674277746,4,1.030402055055078
Car Rental,0.5,6.262272087568974,3.131136043784487,22,1.5643167203053454
Scandinavian,0.41666666666666663,8.660167360367344,3.6084030668197267,2,0.9828456969660466
Hotels,0.3109825620388996,3.7043403027660835,1.1519852380181497,284,1.2276655955569227
Fashion,0.26805555555555555,3.179528437025353,0.8522902615915182,480,1.2720706378180018
Drugstores,0.3249333333333333,4.525000803624988,1.4703235944578794,125,1.3591279652769923
Hair Removal,0.3191798941798942,5.364330494363015,1.7121864395367665,54,1.4110809678936116
Dermatologists,0.2839285714285715,6.580725818687508,1.8684560806630606,16,1.626542367788648
Music & DVDs,0.28695652173913044,6.21782032499814,1.7842440932603358,23,1.0716738063586015
Steakhouses,0.36899999999999994,4.748144354939198,1.7520652669725638,100,1.1912099976703554
Mattresses,0.28958333333333336,7.273872999247454,2.1063923893654084,8,1.6648201997746948
Dance Schools,0.21458333333333335,7.967020179807399,1.7095897469170045,4,0.4769696007084728
Sewing & Alterations,0.432258064516129,5.9193273364421435,2.5586769776878944,31,1.4610571271067425
Chiropractors,0.394017094017094,5.6897528947976435,2.2418599012835156,39,0.8493958663475395
Thrift Stores,0.44340277777777776,5.482113530019399,2.4307843673037404,48,1.1473898807412637
Libraries,0.5,6.21782032499814,3.10891016249907,23,0.936371886486057
Boot Camps,0.20416666666666666,7.967020179807399,1.6265999533773439,4,0.9057681154782459
Pet Stores,0.38018018018018,5.04924944772312,1.91962456481005,74,1.2610939282035758
Reflexology,0.4166666666666667,8.25470225225918,3.4394592717746586,3,0.8407965125464095
Cafes,0.34088050314465407,5.383022627375168,1.834967461658705,53,1.1517185149659084
Trainers,0.24705882352941172,5.133806835751183,1.268352277067939,68,1.468620930854462
Screen Printing/T-Shirt Printing,0.25,9.35331454092729,2.3383286352318224,1,1.7320508075688772
Day Spas,0.32885923600209294,4.84245503441044,1.592486062990706,91,1.1965227095228788
Public Relations,0.25,9.35331454092729,2.3383286352318224,1,0.0
Street Vendors,0.3509259259259259,6.462942783031125,2.268014180341478,18,1.1093397835934042
Live/Raw Food,0.25,9.35331454092729,2.3383286352318224,1,1.435871998146676
Ice Cream & Frozen Yogurt,0.431364275668073,3.8852543997921587,1.6759599499525382,237,1.1085689026441334
Shared Office Spaces,0.3333333333333333,9.35331454092729,3.1177715136424298,1,0.37267799624996495
Real Estate,0.309322033898305,4.582629916461625,1.4175084063631291,118,1.6697305171793442
Hotels & Travel,0.33593416258323794,3.4157783358448635,1.1474766348220102,379,1.267986665389376
Self Storage,0.275,7.050729447933244,1.9389505981816422,10,1.343762475097952
Podiatrists,0.31666666666666665,7.743876628493189,2.452227599022843,5,1.2230473724865525
Driving Schools,0.3333333333333333,8.660167360367344,2.886722453455781,2,0.0
Barbeque,0.39981884057971007,4.831525963878249,1.9317351091085677,92,1.240122729694438
Sports Medicine,0.25,8.25470225225918,2.063675563064795,3,1.7916472867168916
Fruits & Veggies,0.2550925925925926,6.868407891139289,1.7520799759341428,12,0.9557259914288717
Caribbean,0.39117647058823524,6.520101196871074,2.550510174070155,17,1.1349774015082317
Museums,0.3994047619047619,6.0211100307520855,2.4048600182349102,28,0.9028937932048641
Medical Spas,0.24172932330827065,6.4088755617608495,1.549213152711363,19,1.7161596642083032
Home Services,0.38080684596577025,3.339599384884488,1.2717423085470883,409,1.6424529291816354
Party Supplies,0.3722222222222223,6.868407891139289,2.5565740483685135,12,1.3439542468966268
Cosmetics & Beauty Supply,0.2600378787878786,4.875977726449083,1.2679389050027625,88,1.3116199795807215
Handyman,0.3666666666666667,7.050729447933244,2.5852674642421896,10,0.6388765649999399
Painters,0.3958333333333333,7.967020179807399,3.1536121545070954,4,0.6117933599769687
Allergists,0.2833333333333333,7.743876628493189,2.19409837807307,5,1.8238390523532741
Adult,0.24722222222222223,7.561555071699234,1.8693844482811997,6,1.1933785192902504
Southern,0.3259259259259259,6.462942783031125,2.1064406107657,18,1.1392072693484796
Skate Parks,0.3055555555555555,8.25470225225918,2.522270132634749,3,0.8835226340609272
Spanish,0.26944444444444443,7.561555071699234,2.0374190054300714,6,1.2004000198319125
Tutoring Centers,0.20833333333333331,8.660167360367344,1.8042015334098633,2,0.628539361054709
Fabric Stores,0.30438596491228065,6.4088755617608495,1.950771771869311,19,1.328777394868955
Cheese Shops,0.27499999999999997,7.561555071699234,2.0794276447172892,6,0.7413918001656036
Shopping Centers,0.4031292517006802,5.797966479437876,2.337329888241418,35,1.1850661993456424
British,0.2583333333333333,7.561555071699234,1.9534017268556354,6,0.972040265226541
Costumes,0.22999999999999998,7.050729447933244,1.621667773024646,10,1.1044553741665506
Bakeries,0.33664596273291936,4.271910175942827,1.4381213138888278,161,1.1423226457869555
Campgrounds,0.25,9.35331454092729,2.3383286352318224,1,0.6468132241526724
Specialty Food,0.2900377093747262,4.154817509661464,1.2050537533722154,181,1.0052550520370018
Cuban,0.42708333333333337,7.273872999247454,3.1065499267619336,8,1.1673852131555793
Tennis,0.37222222222222223,7.561555071699234,2.814578832243604,6,1.3223934701124014
Counseling & Mental Health,0.33888888888888885,7.561555071699234,2.5625269965202957,6,1.9424836242258228
Mediterranean,0.3094117647058821,4.910663284436973,1.5194169927140269,85,1.0794947753873279
Argentine,0.5,9.35331454092729,4.676657270463645,1,1.4568627181693672
Auto Repair,0.4226441631504922,3.8852543997921587,1.6420800944269247,237,1.6488764935699118
Limos,0.24444444444444446,8.25470225225918,2.0178161061077997,3,1.4958791130929179
Indian,0.33717948717948726,5.6897528947976435,1.9184679632458725,39,1.1992901806915517
Religious Organizations,0.5256410256410257,6.095218002905808,3.2038966425530533,26,1.083412469410968
Breakfast & Brunch,0.3631349206349209,4.106290468766804,1.4911374634795656,190,1.1442546692860498
Framing,0.2708333333333333,7.967020179807399,2.1577346320311706,4,0.9826804007566332
Print Media,0.5,7.273872999247454,3.636936499623727,8,1.4454532784062588
Outdoor Gear,0.28030303030303033,6.955419268128919,1.9496250978846215,11,1.0934146311237805
Climbing,0.225,8.660167360367344,1.9485376560826526,2,0.9284284606309776
Lakes,0.4333333333333333,7.743876628493189,3.3556798723470482,5,0.9239615717926716
Flooring,0.37777777777777777,7.156089963591071,2.703411764023293,9,1.6560139707949761
Carpeting,0.24999999999999997,7.967020179807399,1.9917550449518495,4,1.346291201783626
Bike Rentals,0.23333333333333336,6.580725818687508,1.5355026910270855,16,1.420804281826401
Movers,0.412037037037037,6.462942783031125,2.6629717948600464,18,1.6955256113563826
Caterers,0.2588652482269503,5.503166939217231,1.424578675754815,47,1.2283376677624651
Sports Bars,0.2274409044193214,4.418840607796598,1.0050251043220821,139,1.199487477912703
Garage Door Services,0.41666666666666663,7.743876628493189,3.226615261872162,5,1.5518257844571735
Hawaiian,0.3608333333333334,5.952117159265135,2.14772227496817,30,1.1072221491361876
Gardeners,0.30833333333333335,7.967020179807399,2.456497888773948,4,0.0
Doctors,0.33155960370725507,4.349368234981831,1.4420748083674992,149,1.6751625110286703
Nightlife,0.28770461309523765,2.8918463645735724,0.8319975394505092,640,1.1588033337830852
Videos & Video Game Rental,0.3007936507936508,6.308792103203866,1.8976446088208454,21,1.2979738055908514
Appliances,0.22418546365914788,6.4088755617608495,1.4367767393471378,19,1.5218812058910154
Art Supplies,0.2840579710144927,6.21782032499814,1.7662214256516453,23,1.2282598349788296
Colleges & Universities,0.42500000000000004,6.462942783031125,2.7467506827882286,18,1.5702649047150237
Horse Racing,0.225,8.660167360367344,1.9485376560826526,2,1.2809495532744555
Creperies,0.255,7.050729447933244,1.7979360092229772,10,0.9890766315513638
Chinese,0.4396770472895037,3.6868878528148574,1.6210399648131748,289,1.235990815911938
Bookstores,0.3024154589371982,5.524673144438195,1.6707465644532904,46,1.1481727692461265
Taxis,0.3,7.967020179807399,2.3901060539422194,4,1.6139748863713552
Hair Extensions,0.26666666666666666,8.660167360367344,2.309377962764625,2,1.8856180831641267
Psychics & Astrologers,0.35,8.660167360367344,3.0310585761285704,2,1.2133516482134197
Pet Boarding/Pet Sitting,0.27647058823529413,5.421488908202964,1.498882227561996,51,1.3432076735932903
Mobile Phone Repair,0.25,9.35331454092729,2.3383286352318224,1,0.0
Car Dealers,0.388888888888889,5.615644922643922,2.183861914361526,42,1.7394668708707783
Tapas/Small Plates,0.26666666666666666,8.660167360367344,2.309377962764625,2,1.0748395461712625
Jazz & Blues,0.2222222222222222,7.156089963591071,1.590242214131349,9,1.1199942287080542
Party Bus Rentals,0.2,9.35331454092729,1.870662908185458,1,1.8856180831641267
Television Stations,0.5,8.660167360367344,4.330083680183672,2,1.4670868242881878
Car Wash,0.43619047619047613,5.10481929887793,2.226673560843897,70,1.525632200425803
Mexican,0.46537037037037027,2.9075947215417113,1.3531084324507998,630,1.2266745977637152
Arts & Entertainment,0.3681156015037594,3.636286839521068,1.338573917170502,304,1.115102605312179
Pool Halls,0.3430555555555556,6.868407891139289,2.356245484876951,12,1.118074491602364
Arts & Crafts,0.3154000320666984,4.7581946907927,1.5007347580556119,99,1.2460143443618958
Diagnostic Services,0.3333333333333333,8.25470225225918,2.751567417419727,3,1.5
Contractors,0.41250000000000003,5.887578638127563,2.4286261882276197,32,1.5112150744702912
Roofing,0.5,8.25470225225918,4.12735112612959,3,1.9241827716833386
Rehabilitation Center,0.3333333333333333,9.35331454092729,3.1177715136424298,1,1.6393596310755
Lebanese,0.2,9.35331454092729,1.870662908185458,1,0.5567306167185678
Pediatric Dentists,0.2552631578947368,6.4088755617608495,1.6359498144494797,19,1.5595187608464673
Tex-Mex,0.40223880597014916,5.148621921536323,2.070975534110506,67,1.1587233805341297
Towing,0.375,7.561555071699234,2.8355831518872128,6,1.4967265113248762
Maternity Wear,0.21666666666666665,7.967020179807399,1.7261877056249362,4,1.2162606385262997
Home & Garden,0.28270928011591945,3.8685176074366345,1.09366582791417,241,1.2691155580100506
Mountain Biking,0.17857142857142858,8.25470225225918,1.474053973617711,3,1.5199999999999998
Adult Education,0.3611111111111111,8.25470225225918,2.980864702204704,3,1.414213562373095
Local Services,0.4296830404085925,3.594412767050009,1.5444582062295098,317,1.4913800785657443