BusinessId,Longitude,Latitute,Stars,ReviewCnt,City,State
5FzwrpRes4EdkVQrtg_qJQ,-112.073612,33.364569,2.5,3,Phoenix,AZ
m51fZnQueyj1q1Ra_yDQjQ,-111.925694,33.581421,3.5,8,Scottsdale,AZ
IwkqtlUI8DV48QxCz80WQw,-111.9802308,33.272043,3.5,72,Chandler,AZ
jsjip-f_chgWf9ZnbowKtg,-111.8473856,33.7336667,3.5,8,Scottsdale,AZ
xMK01ZbVUYLLoyqoeWAIVw,-111.8973083,33.3056888,4.0,78,Chandler,AZ
bc-lE-wGVAsUrX-kJhtY-Q,-111.919938,33.501821,4.0,183,Scottsdale,AZ
r6zT-YqmOtHg8BJT3LLzfg,-111.9683535,33.3213204,3.0,12,Chandler,AZ
iDoigI3605ixHl_qHly3Tg,-112.0342897,33.5088428,4.0,65,Phoenix,AZ
GeHwru6TVDyVErFc92Nn2w,-112.0737398,33.5612361,3.5,11,Phoenix,AZ
7U8TYNW4Mvx6m3zexsO0sg,-111.97493461419,33.446195133741,4.0,72,Phoenix,AZ
-3xbryp44xhpN4BohxXDdQ,-111.9746066,33.678615,3.5,65,Phoenix,AZ
sbjb1qNUcqQomJvcgPuJCg,-111.96828,33.546,4.0,76,Scottsdale,AZ
uflQ_lKBfS6WknNlm_HK8g,-112.1683457,33.4952704,3.5,6,Phoenix,AZ
4FS5otEktCyI1aDpg_h03g,-112.070093,33.4477082,3.5,84,Phoenix,AZ
fMcI0fOLmUwSvgVCmGA9Rg,-111.9263131,33.4716326,4.0,78,Scottsdale,AZ
wqIB7hUTQnCswJV4UyYyEQ,-111.922456,33.636322,3.5,63,Scottsdale,AZ
0VyvlA1mZsDoYd3kkRjevA,-111.679089,33.385783,3.0,13,Mesa,AZ
nglQaQXuU-d38fGe_tM5-Q,-111.8856396,33.4543305,5.0,8,Scottsdale,AZ
BbsiNNh2FNbU2fHIgAOk2A,-112.611236572266,33.850458953138,2.5,3,Morristown,AZ
W1Fop9T-u4RGuF36DtZ6ng,-111.48069,33.450513,4.5,3,Apache Junction,AZ
_BhzcKojv1gjdRINe3Gkig,-112.0273984,33.5093706,4.0,27,Phoenix,AZ
Shn1EcWqqjRlDp-92D43gA,-111.8622138,33.3932472,4.0,18,Mesa,AZ
cN6aBxe2mQvrQlzk26LyRQ,-112.0736348,33.4772147,4.0,281,Phoenix,AZ
_-TRcD1fi3Eq6U0tEb6Qnw,-112.1159816,33.576971,3.0,6,Phoenix,AZ
WHd8fLeMeWKUK6sPyeB-UA,-111.7430967,33.3019012,3.0,29,Gilbert,AZ
k3VlKirVjVK6t6cDFvCOpw,-111.7525453,33.3922795,2.5,4,Mesa,AZ
v3VHHliT2rvWT0id5QiAgQ,-112.1219894,33.4935146,3.5,3,Phoenix,AZ
fLeTQHw7tdOmQ3v81_Y8og,-111.9259858,33.4925951,3.5,19,Scottsdale,AZ
v48aS-Z-nw6o9qsHdHz8zA,-112.112801671028,33.7124261364639,3.0,47,Phoenix,AZ
AYy4JyMedIRIzTYzq6Ks_w,-112.1185366,33.5779821,3.5,11,Phoenix,AZ
YvQKDmSQqs-R7vPEWV2EiA,-111.789153,33.278073,3.5,29,Gilbert,AZ
8m08a9xJKmANwmeuR-0bPA,-111.9170571,33.6459785,4.0,100,Scottsdale,AZ
kJ2aJFIJIK_Hnr8aj043kw,-112.1166078,33.5751767,4.0,19,Phoenix,AZ
OqRD-pLL7JNyYvmbcNmaDQ,-112.220679,33.634647,3.0,42,Peoria,AZ
LuTLXVyJvgshMlXTBw-Now,-111.885848,33.306393,3.5,16,Chandler,AZ
rHFWPJML2WlGbad0Tqevxw,-111.859257,33.37829,3.0,36,Mesa,AZ
7QSYBp2-AOdyUJXEaLnbgA,-111.9259469,33.492381,4.0,188,Scottsdale,AZ
uU70AmVxV_OOgkumhUpu-g,-111.6968052,33.4519001,2.5,4,Mesa,AZ
oXKPSI-RUqOvmuSCh_DEQQ,-111.9307637,33.6241241,4.0,184,Scottsdale,AZ
WSHQ9qpL39g5xA3E5iBCmw,-111.9251335,33.6239133,3.5,73,Scottsdale,AZ
WwTK9w1qu4h28a63gFz25A,-111.966112,33.683479,3.5,23,Phoenix,AZ
puy0PzIcCgR3KWJI7llBFQ,-111.8668424,33.433833,3.5,44,Mesa,AZ
RRGRruNX4o6689EB48z3-A,-111.965872,33.533525,4.0,105,Scottsdale,AZ
OjNTZTZ6HYQghJN-3jmwnA,-111.890258,33.306491,3.0,24,Chandler,AZ
-GPiLRLH0MWH6Pjs0WDglg,-112.2229387,33.6383375,2.5,11,Glendale,AZ
D_dR8uUXQ_8xuUDkmnisCQ,-111.670638696847,33.4908904484577,3.5,5,Mesa,AZ
80tJzUERJjRDjpxUXy4M6w,-112.1796613,33.6385744,4.0,23,Glendale,AZ
qiwajZigq_2twTmYofPmDQ,-111.8904749,33.6729823,3.5,26,Scottsdale,AZ
0qUesn1TBPpPjW20h5Lqfg,-112.19974,33.637161,4.0,79,Glendale,AZ
-E6XYf1ce1NCtV3QQI-3xA,-111.844019,33.389011,4.0,5,Mesa,AZ
JM6X0PJBcMkAjOuZqMaZsQ,-112.2691041,33.5515097,4.5,54,Peoria,AZ
QKGZajo_Xm6AW3lHkU9Mmg,-111.8899216,33.6987337,4.5,82,Scottsdale,AZ
hh2lP4_2N-tk_OxmaTf_qA,-111.9514403,33.5019519,4.0,94,Scottsdale,AZ
1DjRf3AdYpdlC1Df9KD6rA,-111.96968,33.4106974,3.5,22,Tempe,AZ
NAkRjPhS4yCD5trp0dY-bQ,-111.9259123,33.4990986,3.5,147,Scottsdale,AZ
18TUn9oiW0k0yB6lheiOvw,-112.04698,33.523984,3.5,165,Phoenix,AZ
uVbt9dOe6qJgBBI4_XsXRA,-111.8894434,33.6744167,4.0,54,North Scottsdale,AZ
NA3tQYxR6Fq5O8nV6u41Tw,-112.2375029,33.6322642,3.5,50,Peoria,AZ
5GpvSL1tlAjpgdJKZ5eLpg,-112.2209537,33.4673423,4.0,38,Phoenix,AZ
xDC-INBKuwl8PowsJ-02Qg,-111.6873751,33.3237792,4.0,20,Gilbert,AZ
K845ZDttFfx99zQ-0aE2tA,-111.9043028,33.4329724,2.5,137,Tempe,AZ
YCCDMLcb7UW8G-o_HsWiiA,-111.9296765,33.5025941,4.0,216,Scottsdale,AZ
uR2aNW75R4oYs9w7aw-_kQ,-111.92631,33.616418,3.5,235,Scottsdale,AZ
z3zcsnK26QhC7TqDX73zvA,-112.1174765,33.5777369,3.0,25,Phoenix,AZ
dp0unqYxrYzvfaMVVmk6mw,-111.9300279,33.6556844,3.5,22,Phoenix,AZ
TQNDCD50mkXwySB_qXmrXA,-111.8406513,33.395974,3.5,6,Mesa,AZ
OE5nAmaSVaopeRS1Cs9Kuw,-111.926437,33.5299053,4.0,222,Scottsdale,AZ
0ONypOKIhttBz9IJzBE8jg,-111.9682552,33.3184674,4.0,67,Chandler,AZ
ar90fbRbQtiyZLtwjwwXUg,-112.015207,33.509554,4.0,81,Phoenix,AZ
1AMncE6Lxdr6J9PeqZi4nA,-112.0000508,33.4511945,3.0,43,Phoenix,AZ
QdbZyl-LWFS54u93Vjd5SA,-112.0272041,33.5102068,4.0,103,Phoenix,AZ
24g1ECQgdTw3BHokYCFWZA,-111.753460764885,32.876848024007,2.5,3,Casa Grande,AZ
GaeokhqmZYuPr7i1EZtnHA,-111.8531068,33.726807,3.5,65,Scottsdale,AZ
FqVf9SmUPHk6Do36XoKLAg,-111.551433,33.414363,3.5,4,Apache Junction,AZ
JEreQgso7MH_Io3DXGsEOw,-111.965274810791,33.6753542414738,4.0,54,Phoenix,AZ
ZLVX6bQt8HJH5d4pq5EJGQ,-112.3550971,33.4938068,2.5,9,Litchfield Park,AZ
pBeG9Udo3grZvyUsIAC2ig,-111.732762,33.451719,4.0,9,Mesa,AZ
8dEJ_o0UgGrNX1ejHcuZjA,-112.2382757,33.6308784,3.5,62,Peoria,AZ
wZwZcte4lcbu51NOzCjWbQ,-111.9741847,33.3702541,3.5,176,Phoenix,AZ
bgTB6MgdVQssXhkNJ7qIfw,-111.925634,33.542193,4.0,315,Scottsdale,AZ
q-qjZDKcBdDRuIUxj7b97g,-111.9239788,33.5515531,3.0,55,Scottsdale,AZ
9HwUkbKAv7dO3MGlkkJJSg,-111.936832,33.8337069,4.0,45,Cave Creek,AZ
3AXz9QtOETod7rc4AYMz4w,-112.590673,33.3705837,3.0,6,Buckeye,AZ
DGtOkc0KNTyK8rDkmsPNYw,-111.908025741577,33.4237766269266,4.0,91,Tempe,AZ
gQjTs4BDNYSu9oJhkEsssw,-112.0438992,33.5089901,3.5,32,Phoenix,AZ
ZhMlXLXuZf5z7lxunHk2ww,-111.9255108,33.6251838,4.0,71,Scottsdale,AZ
O-Xa9GCFWI65YiBD5Jw_hA,-111.9313599,33.50201,4.5,276,Scottsdale,AZ
O-ylVyHn6e6kaoJO-jHj-w,-112.0474569,33.5478355,3.5,27,Phoenix,AZ
gFJtzwGmDTABRwL2F8GsSw,-112.0283059,33.5091313,3.5,58,Phoenix,AZ
qjMiVerFZZTu7-VSZijZEQ,-112.2365732,33.6464133,4.0,36,Glendale,AZ
4mZ__NR8jLD1k0rYpSbplA,-111.97931,33.597866,3.5,25,Phoenix,AZ
fTHHKZPoxaWcPc7lG9UQVA,-111.790245,33.279525,3.5,7,Chandler,AZ
TRD-6PxJX2fWL91dRrny6A,-111.9011943,33.2979107,3.5,5,Chandler,AZ
_YswYrpv6YdO3R3CP8R8oQ,-111.9263251,33.625473,3.0,40,Scottsdale,AZ
9AbyBqGWHYZC73GlyAuTrQ,-111.926350593567,33.5302696775354,4.5,110,Scottsdale,AZ
i6b8U1rKrH_3DE_AoODoeA,-112.7296486,33.9688207,3.5,4,Wickenburg,AZ
3X081wewB-J5tIMO_aOPnA,-112.355064,33.464864,3.5,12,Goodyear,AZ
-tBiXT917wKlr6n9wSqViw,-111.74171169729,33.307325126378,3.5,68,Gilbert,AZ
ufKmcpK6OTaWzeBGWNOa8A,-111.9103707,33.3931281,3.5,23,Tempe,AZ
C_eWAEOvkHZ_IZYGwjtpmg,-112.2581306,33.5331251,3.5,81,Glendale,AZ